Formation,Offre initiale ,Offre de taille fixe,Descripteur offre
GEO,"MOG_GRH_TEC_511
Offre de stage : Assistant Ingénieur
Révision A
Page 1 sur 1
Présentation de la société
TECHNOSOL, fondée en 1972, est un bureau d'études géotechniques intervenant dans les domaines du bâtiment et des travaux
publics. La société compte 49 collaborateurs répartis sur 4 sites (Ballainvilliers, Palaiseau, Caen et Rouen) dont une équipe de
laboratoire de mécanique des sols.
TECHNOSOL a à sa disposition des moyens d’investigations récents et performants (scan de carottes, triax automatique, GPS
Centimétrique, parc de sondeuses polyvalentes renouvelées, logiciels de calculs 3D,...).
La société réalise des missions géotechniques (G1/G2/G3/G4/G5) dans des domaines variés de la construction : bâtiment,
aménagement, infrastructures (LGV, réseaux, transports en commun, etc.), ouvrages d'arts (viaducs, barrages) ,sites industriels,
site portuaires et couvre la totalité des activités en ingénierie géotechnique : reconnaissances de sol, essais en laboratoire,
calculs, modélisations, rédaction de rapports d’étude, suivi d’exécution pour le compte de ses clients (maîtres d’ouvrage,
maîtres d’œuvre, entreprises, experts et assureurs).
TECHNOSOL est leader sur l'obtention des marchés à bons de commandes en Ile de France, qui contribuent à la garantie d’un
volume d’activité à moyen / long terme (4 ans). Ces marchés à bons de commandes concernent les principaux donneurs d’ordre
et aménageurs régionaux. TECHNOSOL est aussi présent sur de grands projets d’infrastructure linéaire, projets d’aménagement
de la région Ile de France (réseau de transport du Grand Paris, interconnexions SNCF, ligne 14 RATP,...).
Au-delà de ces activités, le développement de TECHNOSOL s’inscrit dans le cadre de missions à forte valeur ajoutée technique
par l’implication de la société dans des projets complexes nécessitant des outils et méthodologie d’ingénierie avancés
(reconnaissances spécifiques, modèles géotechniques avancés, modélisations 3D...).
Mission de stage
Sous la responsabilité d’un Responsable d’équipe, bénéficiant de l’expérience, de l’organisation et des savoir-faire de
TECHNOSOL, vous intégrez une équipe d’ingénieurs et participez à la réalisation de missions et d’études géotechniques
(préparation et suivi de campagnes de sondages, dimensionnements, rédaction de rapport d’études, suivi de chantier).
Vous assisterez l’équipe d’ingénieurs dans la réalisation de missions variant en typologie (G1/G2 AVP/G2 PRO/G3/G4/G5),
mais aussi en ampleur et en contexte (aménagement, promotion immobilière, construction de bâtiment, ouvrages de génie
civil, diagnostic de risques naturels, expertises...).
Profil
Etudiant(e) en dernière année d’un cycle Ingénieur Géologie/Géotechnique (type Polytech’Paris, Polytech’Grenoble, ENSG,
UniLaSalle Beauvais, ESITC ...), vous souhaitez intégrer un bureau d’études pour vous familiariser avec l’ingénierie géotechnique.
Vous êtes à l’aise, d’une façon générale, avec l’utilisation de logiciels techniques et avec la lecture de plans.
Points forts du stage





Projets complexes à forte valeur ajoutée (LGV, Ligne 14, Grand Paris, etc.) pour des clients exigeants (SNCF, RTAP ...)
Leader sur l'obtention des marchés à bons de commandes, visibilité à long terme ;
Développement de l’activité d’ingénierie ;
Intégrer une équipe jeune, dynamique et en développement ;
Intégrer JEI, Groupe indépendant aux métiers complémentaires : sites et sols pollués, hydrogéologie/ géothermie, structure.
Conditions
 Début et durée de stage : Intégration possible dès janvier 2018 – pour 6 mois
 Stage basé à Ballainvilliers (91) – Déplacements à prévoir en IDF – Permis B nécessaire
 Gratification : 850 € bruts mois + TR / Possibilité d’embauche à l’issue du stage
Contact
 Déposer votre candidature sur notre site Internet http://www.jei.fr/carrieres/candidature
 Pour plus d’informations : www.technosol.fr",,
GEO,"MOG_GRH_TEC_511
Offre de stage : Assistant Ingénieur Rouen
Révision A
Page 1 sur 2
Présentation de la société
TECHNOSOL, fondée en 1972, est un bureau d'études géotechniques intervenant dans les domaines du bâtiment et des travaux
publics. La société compte 49 collaborateurs répartis sur 4 sites (Ballainvilliers, Palaiseau, Caen et Rouen) dont une équipe de
laboratoire de mécanique des sols.
TECHNOSOL a à sa disposition des moyens d’investigations récents et performants (scan de carottes, triax automatique, GPS
Centimétrique, parc de sondeuses polyvalentes renouvelées, logiciels de calculs 3D,...).
La société réalise des missions géotechniques (G1/G2/G3/G4/G5) dans des domaines variés de la construction : bâtiment,
aménagement, infrastructures (LGV, réseaux, transports en commun, etc.), ouvrages d'arts (viaducs, barrages) ,sites industriels,
site portuaires et couvre la totalité des activités en ingénierie géotechnique : reconnaissances de sol, essais en laboratoire,
calculs, modélisations, rédaction de rapports d’étude, suivi d’exécution pour le compte de ses clients (maîtres d’ouvrage,
maîtres d’œuvre, entreprises, experts et assureurs).
TECHNOSOL est leader sur l'obtention des marchés à bons de commandes en Ile de France, qui contribuent à la garantie d’un
volume d’activité à moyen / long terme (4 ans). Ces marchés à bons de commandes concernent les principaux donneurs d’ordre
et aménageurs régionaux. TECHNOSOL est aussi présent sur de grands projets d’infrastructure linéaire, projets d’aménagement
de la région Ile de France (réseau de transport du Grand Paris, interconnexions SNCF, ligne 14 RATP,...).
Au-delà de ces activités, le développement de TECHNOSOL s’inscrit dans le cadre de missions à forte valeur ajoutée technique
par l’implication de la société dans des projets complexes nécessitant des outils et méthodologie d’ingénierie avancés
(reconnaissances spécifiques, modèles géotechniques avancés, modélisations 3D...).
Mission de stage
Sous la responsabilité d’un Responsable d’équipe, bénéficiant de l’expérience, de l’organisation et des savoir-faire de
TECHNOSOL, vous intégrez une équipe d’ingénieurs et participez à la réalisation de missions et d’études géotechniques
(préparation et suivi de campagnes de sondages, dimensionnements, rédaction de rapport d’études, suivi de chantier).
Vos missions varieront en typologie (G1/G2 AVP/G2 PRO/G3/G4/G5), mais aussi en ampleur et en contexte (aménagement,
promotion immobilière, construction de bâtiment, ouvrages de génie civil, diagnostic de risques naturels, expertises...).
Profil
Etudiant(e) en dernière année d’un cycle Ingénieur Géologie/Géotechnique (type Polytech’Paris, Polytech’Grenoble, ENSG,
UniLaSalle Beauvais, ESITC ...), vous souhaitez intégrer un bureau d’études pour vous familiariser avec l’ingénierie géotechnique.
Vous êtes à l’aise, d’une façon générale, avec l’utilisation de logiciels techniques et avec la lecture de plans.
Points forts du stage





Projets complexes à forte valeur ajoutée (LGV, Ligne 14, Grand Paris, etc.) pour des clients exigeants (SNCF, RTAP ...)
Leader sur l'obtention des marchés à bons de commandes, visibilité à long terme ;
Développement de l’activité d’ingénierie ;
Intégrer une équipe jeune, dynamique et en développement ;
Intégrer JEI, Groupe indépendant aux métiers complémentaires : sites et sols pollués, hydrogéologie/ géothermie, structure.
Conditions
 Début et durée de stage : Intégration possible dès janvier 2018 – pour 6 mois
 Stage basé à Rouen (76) – Déplacements à prévoir en Normandie – Permis B nécessaire
 Gratification : 850 € bruts mois + TR / Possibilité d’embauche à l’issue du stage
Contact
 Déposer votre candidature sur notre site Internet http://www.jei.fr/carrieres/candidatureMOG_GRH_TEC_511
Offre de stage : Assistant Ingénieur Rouen
Révision A
Page 2 sur 2
 Pour plus d’informations : www.technosol.fr",,
GEO,"PROPOSITION DE STAGE – GC5 
 
 
E NTREPRISE  
COFEX GTM Travaux Spéciaux 
Type de contrat : Stage 
Durée de contrat : 22 semaines 
Domaine d’activité : Travaux Spéciaux 
Localisation : ST PRIEST (69)  
 
P RESENTATION DE  COFEX   GTM   T RAVAUX  S PECIAUX  
COFEX‐GTM travaux Spéciaux est une entité de Vinci Construction France spécialisée dans les 
Travaux Spéciaux. 
Avec  65  collaborateurs,  COFEX‐GTM  Travaux  Spéciaux  est  une  entreprise  à  taille  humaine, 
qui  est organisée en 2 secteurs d’activités : 
- La Géotechnique : confortement de terrain et des structures 
- La Réparation d’ouvrages en béton ou maçonnerie 
Son périmètre d’intervention est centré en Rhône‐Alpes / Auvergne et Bourgogne / Franche‐
Comté. 
Pour plus d’informations : www.cofex‐gtm.fr 
 
D ESCRIPTIF DE MISSION  
Au  sein  de  notre  bureau  d’études,  vous  réaliserez  des  études  de  prix  sur  des  sujets 
géotechniques concernant des projets d’ouvrages d’art (paroi clouée, paroi berlinoise, paroi 
microberlinoise, tirants d’ancrages, micropieux, béton projeté, injections de sol...). 
 
Sous la responsabilité du responsable du bureau d’études, vous travaillerez en équipe avec 
des chargés d’affaires, des bureaux d’études et dessinateurs‐projeteurs. 
Vous participerez aux missions suivantes : 
- Analyses techniques et administratives des dossiers de consultations 
- Visites de site 
- Pré‐dimensionnement en partenariat avec des BE géotechnique partenaire 
- Echanges avec des entreprises partenaires (autres sociétés de Vinci, terrassier, sous‐
traitant) 
- Elaboration  de  l’étude  technique  (définition  des  modes  constructifs,  choix  des 
rendements, établissement d’un planning) aboutissant à l’étude de prix 
- Elaboration des documents de remises d’offres. 
 
P ROFIL RECHERCHE  
-
-
Vous êtes étudiant en dernière année d'école d'ingénieur (GC5) 
Vous êtes motivé par le domaine de la géotechnique appliquée dans les travaux 
  
D EMARRAGE   
Mars 2018 
 
C ONTACT  
Merci d’envoyer vos candidatures et CV à l’attention de Monsieur Vincent VACHÉ sur l’adresse 
mail suivante : cofex‐gtm‐ts@vinci‐construction.fr ",,
GEO,"Offre de Stage : GCC5°Année
Entreprise de travaux spéciaux (PME Niçoise)
domaine d’activité des risques naturels, travaux publics, et travaux industriels
cherche Elève ingénieur pour stage de fin d’études PFE 2018.
Phase Etude & conception : Optimisation & conception de projet, gestion des
méthodes & chiffrage, préparation à la soumission d’appels d’offres.
Phase travaux : préparation, suivi, notes méthodologiques puis pilotage de
chantiers en cours d’exécution.
Renseignements : Denis HUBER (Polytech Promo 99)
Contact : 06.46.30.33.11 – dhuber@garelli.fr
Stage rémunéré
Localisation : Nice (06)
www.garelli.fr",,
GEO,"OFFRE DE STAGE DE FIN D’ETUDE
INGENIEUR SITES ET SOLS POLLUES A POURVOIR AU SEIN DE NOTRE AGENCE DE
MARSEILLE
Présentation de l’entreprise :
Depuis 40 ans, ERG Géotechnique – Environnement est un bureau d’études indépendant et
reconnu dans sa spécialité en géotechnique, hydrogéologie et hydrologie / hydraulique, sites
et sols pollués.
La société basée sur différents sites couvre l’ensemble du territoire Français et emploie plus
de 150 collaborateurs.
Sa forte croissance a permis la constitution d’une équipe de spécialités scientifiques
complémentaires traitant de l’ensemble des problématiques liées au sol et au sous-sol.
Vous avez envie de challenges dans un univers avec une forte expertise, vous avez l’esprit
d’équipe et souhaitez intégrer une société à taille humaine où la réussite est basée sur des
valeurs fortes partagées par des hommes et des femmes impliqués qui s'investissent
quotidiennement au service de nos clients.
Alors, venez nous rejoindre pour partager notre ambition et nos succès.
L’Agence ERG Environnement de Marseille est constituée de 6 Ingénieurs et 3 Techniciens
géologues confirmés
L’agence recrute un Elève ingénieur de fin d’étude spécialisé en environnement.
Missions du stage :
Le stage proposé consistera à découvrir le métier d’ingénieur en bureau d’étude sites et sols
pollués en participant notamment aux tâches suivantes :
•
•
•
•
•
•
Participation aux campagnes de reconnaissance environnementales,
Participation et Réalisation de visites de sites avant étude,
Dépouillement des investigations,
Participation à la rédaction de rapports d’études environnementales (études
historiques et documentaires, diagnostics de la qualité des sols, des eaux
souterraines, des gaz du sol, ...),
Participations aux réunions de chantier, visites techniques,
Travail sur l’un ou plusieurs des sujets suivants :
1) Elaboration d’un document de synthèse des critères juridiques à prendre en
compte dans le cadre de l’établissement d’un bilan couts-avantages (un
étudiant ayant un cursus avec une composante « droit de l’environnement »
est souhaité pour ce sujet).
2) Elaboration d’un bilan couts-avantages générique intégrant l’ensemble des
paramètres à prendre en compte3) Elaboration d’une synthèse des guides techniques relatifs à la gestion des
terres excavées
L’ensemble des tâches sera supervisé par un ingénieur environnementaliste expérimenté
afin de vous donner une assistance attendue.
Profil :
Elève ingénieur en 5 ème Année d’école d’ingénieur ou dernière année de master, spécialité
environnement.
Une première expérience en stage en bureau d’étude serait un plus.
Une base solide en environnement est demandée, afin de pouvoir traiter avec aisance les
aspects techniques des études auxquelles vous participerez.
Stage : durée de 4 à 6 mois
Localisation : Marseille (13016) avec déplacements ponctuels dans le département des
Bouches-du-Rhône et partout en France.
Permis B indispensable.
Le stage vous intéresse ? Envoyez dès à présent votre candidature sous référence
BG/ SA
(13): CV et votre lettre de motivation par mail à recrutement@erg-sa.fr",,
GEO,"Ingénierie des Mouvements de
Sol et des Risques Naturels
Agence de Millau
T.G.M. – L’envol / 4 rue de la Mégisserie
CS50144 / 12100 MILLAU
Tel. 05.65.62.87.78 - Fax 05.65.62.87.79
Courriel : millau@imsrn.com
Millau, le 15 janvier 2018
Objet : Offre de stage postulant ingénieur géotechnicien
La société IMSRN (Ingénierie des Mouvements de Sol et des Risques Naturels) est un
bureau d’ingénierie géotechnique qui propose ses services dans les domaines de la
géotechnique générale, appliquée aux secteurs des routes et voies de communication, du
bâtiment et ouvrages d’art, des grands terrassements.
L’agence de Millau est constituée d’une équipe de 3 ingénieurs géologues et
géotechniciens qui interviennent dans le Massif Central et le Languedoc, sur les
domaines :
-
-
-
-
-
Routier : tracé nouveau, aménagement, rectification, ouvrage d’art ....
Assainissement : collectif et non collectif,
Bâtiment : maisons individuelles, bâtiment industriel, expertise de sinistre ...
Risques naturels : falaise (chute de blocs), glissement de terrain.
Sondages et essais in situ : pénétromètre dynamique, géophysique, perméabilité,
essais de traction, suivi fissuromètres etc....
Nous proposons un stage d’une durée de 6 mois, basé à Millau, débutant au printemps
2018, avec les domaines d’interventions suivants :
-
-
-
-
Organisation et réalisation de sondages et d’essais in situ,
Etudes de constructibilités, voirie, assainissement,
Etudes routières : diagnostic glissement, éboulement, projet de rectification,
ouvrages de confortement,
Rédaction de rapports sous la supervision d’un ingénieur.
Pour candidater, merci d’envoyer un CV et une lettre de motivation à :
jonathan.pissier@imsrn.com
Siège social : IMS RN - Parc Pré Millet – 680 rue Aristide Bergès - 38330 MONTBONNOT - FRANCE
Tél : +33 4 76 52 41 20 - Fax : +33 4 76 52 49 09 - email : c o n t a c t @ i m s r n . c o m - w w w . i m s r n . c o m
1/1
SAS au capital de 400 000 € - SIRET 392 133 633 00025 - RCS Grenoble B 392 133 633 - APE 7112B - N° TVA intracommunautaire FR43 392 133 633",,
GEO,"OFFRE DE STAGE
ELEVE INGENIEUR GEOTECHNICIEN AU SEIN DE NOTRE AGENCE DE MARSEILLE
Présentation de l’entreprise :
Depuis 40 ans, ERG Géotechnique est un bureau d’études indépendant et reconnu dans sa
spécialité en géotechnique, hydrogéologie et hydrologie / hydraulique, sites et sols pollués.
La société basée sur différents sites couvre l’ensemble du territoire Français et emploie plus
de 150 collaborateurs.
Sa forte croissance a permis la constitution d’une équipe de spécialités scientifiques
complémentaires traitant de l’ensemble des problématiques liées au sol et au sous-sol.
Vous avez envie de challenges dans un univers avec une forte expertise, vous avez l’esprit
d’équipe et souhaitez intégrer une société à taille humaine où la réussite est basée sur des
valeurs fortes partagées par des hommes et des femmes impliqués qui s'investissent
quotidiennement au service de nos clients.
Alors, venez nous rejoindre pour partager notre ambition et nos succès.
L’Agence ERG Géotechnique de Marseille est constituée de 6 Ingénieurs et 2 Techniciens
géologues confirmés
L’agence recrute un Elève ingénieur de 4 ème année spécialisé en Géotechnique.
Missions du stage :
Le stage proposé consistera à découvrir le métier de technicien supérieur et d’ingénieur en
bureau géotechnique en participant notamment aux tâches suivantes :
•
•
•
•
•
•
Préparation des campagnes de reconnaissance géotechniques,
Participation aux campagnes de reconnaissance géotechniques,
Réalisation de visites de sites avant étude,
Dépouillement des investigations,
Premiers pas vers la rédaction de rapport d’étude géotechnique (études G1 à G5),
Participations aux réunions de chantier, visites techniques et suivis géotechnique de
réalisation.
L’ensemble des tâches sera supervisé par un technicien supérieur et un ingénieur
géotechnicien expérimenté.
Profil :
Elève ingénieur en 4 ème Année d’école d’ingénieur spécialité GéotechniqueStage : durée à partir de 2 mois
Localisation : Marseille (13016) avec déplacements ponctuels dans le département des
Bouches-du-Rhône et départements limitrophes et éventuellement en Corse.
Permis B indispensable.
Le stage vous intéresse ? Envoyez dès à présent votre candidature sous référence BG/ DJ
( 13): CV et votre lettre de motivation par mail à recrutement@erg-sa.fr",,
GEO,"Unité de Recherche Recover
Aix-en-Provence, octobre 2017
SUJET DE STAGE 1 er semestre 2018
Etude expérimentale et numérique du comportement mécanique des multi-
couches de géosynthétiques utilisés dans les ouvrages hydrauliques
Domaine : Génie civil - Géotechnique - Géosynthétiques
Composante principale : Modélisation, Composante secondaire : Expérimental
Encadrement Irstea : G. VEYLON / G. STOLTZ
Contact : guillaume.veylon@irstea.fr / guillaume.stoltz@irstea.fr
1 – CONTEXTE
Irstea est un organisme de recherche spécialisé en sciences et technologies pour l'environnement. Une de
ses thématiques de recherche appliquée concerne les géosynthétiques qui sont couramment utilisés dans le
domaine de la géotechnique. Ces matériaux peuvent être composés d‘une ou plusieurs nappes
géosynthétiques éventuellement associées à une couche de sol sus ou sous-jacente. Un assemblage multi-
couches de ces matériaux peut constituer un dispositif d’étanchéité par géomembrane (DEG), dont l’emploi se
retrouve dans de nombreuses applications comme c’est le cas pour de nombreux ouvrages hydrauliques
(bassins, retenues d’altitude).
Ces ouvrages, même avec des volumes souvent modestes, induisent des risques potentiellement importants
en cas de rupture de l’ouvrage. La stabilité de l’ouvrage dépend largement de celle de son système
d’étanchéité constitué du DEG.
Figure 1. Représentation schématique d’un DEG et photo d’un tel dispositif d’une retenue d’altitude (Projet Risba)
L’évaluation complète de la stabilité du DEG est complexe car elle requiert la détermination des déplacements
relatifs entre toutes les interfaces pouvant être de nature sol-géosynthétique ou géosynthétique-géosynthétique
et des efforts et déformations au sein de chaque nappe de géosynthétique. Le comportement mécanique de
l’ancrage (zone où tous les géosynthétique sont « ancrés » dans le sol) et du sol support au DEG sont
également essentiels vis-à-vis du comportement du DEG sur pente. L’évaluation complète de la stabilité du
DEG sur ne peut être obtenue que par modélisation numérique.
2 – OBJECTIFS
Après une recherche bibliographique sur le sujet, l'objectif de ce stage sera d’utiliser un code de calcul pour
modéliser le comportement mécanique d’un multi-couches de géosynthétiques dans différentes configuration
d’ouvrages hydrauliques. Le résultat du calcul devra permettre d’évaluer les déplacements relatifs entre toutes
les interfaces et les efforts et déformations au sein de chaque nappe de géosynthétique. Pour alimenter le
modèle, les caractéristiques mécaniques essentielles des géosynthétiques ainsi que leur comportement
d’interface seront mesurées avec les moyens expérimentaux dont dispose le laboratoire.
Dans le cade de ce travail, de nombreuses interactions sont prévues avec un ou plusieurs bureaux d’études.
3 - INDEMNITE – LIEU - DUREE
Une durée d’au moins 5 mois est souhaitée et l'indemnité proposée est de 500 Euros par mois environ
(indemnité légale). Le stage se déroulera à Irstea Aix-en-Provence.",,
GEO,"Recherche Stagiaire Ingénieur Travaux
Présentation de SEFI-INTRAFOR
Experts en fondations spéciales, les 330 collaborateurs de Sefi-Intrafor (groupe Fayat)
mettent en œuvre au quotidien leur expertise reconnue sur une gamme complète de
solutions techniques.
Transmettre notre métier avec passion, relever chaque jour de nouveaux défis
géotechniques et partager des valeurs communes : les hommes et les femmes de Sefi-
Intrafor ont cela en commun !
Après la réussite de grands chantiers comme la réalisation de la station Pont Cardinet sur
le prolongement de la Ligne 14 du métro parisien, la réalisation d’une tranchée de 1.2
km pour la nouvelle ligne du métro de Rennes ou encore la réalisation en cours des
parois moulées de la Boucle de Rosny sur la future Ligne 11, Sefi-Intrafor cherche de
nouveaux talents.
Vous vous retrouvez dans notre vision et nos valeurs ? Vous voulez faire partie de
l’aventure ?
Nous recrutons aujourd’hui des Stagiaires Ingénieurs Travaux H/F.
Profil recherché
Deux étudiant(e)s ingénieur Travaux en dernière année d’étude avec une expérience en
Géotechnique ou Génie Civil ou Bâtiment, avec une embauche en CDI possible à la fin du
stage.
Conditions de travail
Durée du Stage
Début du Stage
Déplacements
6 mois
Dès que possible
France entière
Missions globales du poste
Poste polyvalent :
→ Préparation du chantier
-
-
Missions
principales
-
-
-
Lire et analyser les pièces.
Quantifier l'ensemble des études et travaux puis les
planifier dans le détail.
Préparer des procédures d'exécution injection, jet grouting,
pieux et parois moulées.
Coordonner les études d'exécution et les travaux et le
bureau de contrôle et les exigences du maître d'œuvre de
manière à obtenir à temps les notes de calcul et plans pour
réaliser les travaux.
Chiffrer et établir les devis de travaux supplémentaires.
Page n°1-
-
-
Préparer les situations mensuelles.
Préparer les dossiers de consultation des sous-traitants,
analyser les offres et établir les contrats de SST.
Établir le budget financier du chantier pour connaître la
marge prévisionnelle, les risques.
→ Suivi du chantier
-
-
-
-
-
-
Contrôle la qualité d'exécution.
Établir les constats avec le maître d'œuvre en cas
d'événement non prévus et chiffrer les incidences.
Établir des courriers au maître d'œuvre.
Suivre les sous-traitants travaux et facturation.
Programmer le personnel et le matériel d'une semaine à
l'autre avec le chef et le chargé d'affaires.
Participer aux réunions de chantier et y faire valoir nos
droits.
Poste à dominante travaux avec réalisation de calculs
géotechniques.
Compétences requises/qualités requises
Dynamique, polyvalent, organisé(e), curieux, sens du relationnel.
Pour postuler, merci d’envoyer votre CV à l’adresse suivante :
p.alves@sefi-intrafor.fayat.com
Page n°2",,
GEO,"Vos besoins
• Déterminer le système de fondation et / ou des travaux de
confortement les mieux adaptés au projet.
• Définir la solution technique intégrant au mieux les contraintes
économiques associées à l’ouvrage.
Fondations et
terrassements
Nous réalisons des missions
d’ingénierie géotechnique
pour tous types d’ouvrages
(bâtiments, ouvrages linéaires,
portuaires, fluviaux, souterrains,
environnementaux...) conformément
à la norme NF P 94-500. En tant
que membre de l’Union Syndicale
Géotechnique, nous sensibilisons nos
clients à l’intérêt d’appliquer cette
norme, pour maîtriser au mieux le
risque de leurs projets.
Notre savoir-faire
• Définir les programmes optimisés de reconnaissances
géotechniques.
• Assurer la maîtrise d’œuvre complète des investigations
géotechniques sur site et des essais en laboratoire.
• Concevoir et dimensionner le système de fondation, les travaux
de confortement ou d’exhaure.
• Prendre en compte les propriétés particulières du sous-sol et les
aléas naturels.
• Définir les dispositions d’urgence pour mettre en sécurité les
ouvrages et leur environnement.
• Diagnostiquer et expertiser vos projets.
• Superviser le volet géotechnique des travaux.
• Étudier l’exécution d’ouvrages géotechniques.
• Assurer la faisabilité et la maîtrise d’œuvre complète du
couplage de fondations ou d’ouvrages de soutènement à des
dispositifs d’utilisation de la chaleur du sous-sol (géostructures
énergétiques).
www.anteagroup.fr",,
GEO,"Vos besoins
Ouvrages et
structures
La volonté de développer
l’attractivité du territoire national
et d’améliorer le cadre de vie des
populations conduit à de multiples
opérations d’aménagement :
construction d’ouvrages neufs,
requalification et rénovation
d’ouvrages anciens, reconversion
de friches industrielles, sécurisation
et mise en valeur de sites naturels...
Nos experts vous accompagnent
sur toutes ces problématiques, du
diagnostic à la maitrise d’œuvre
de conception et de réalisation,
en passant par l’élaboration des
dossiers réglementaires.
• Valoriser le patrimoine foncier et améliorer le cadre de vie.
• Diagnostiquer des ouvrages existants et optimiser des
investissements d’entretien et de rénovation.
• Insérer les ouvrages dans leur environnmeent dans le respect de
la réglementation.
• Optimiser vos investissements dans une logique de
développement durable.
Notre savoir-faire
• Diagnostiquer des ouvrages conformément aux recommandations
en vigueur (CEREMA, IFFSTAR, IRSTEA...).
• Concevoir des projets d’ouvrages de génie-civil : tunnels, ouvrages
d’art, ouvrages linéaires, ouvrages hydrauliques...
• Calculer et justifier des structures, y compris sous sollicitations
sismiques.
• Mettre en œuvre des approches pluridisciplinaires associant :
désamiantage, dépollution, déconstruction, gestion des
eaux pluviales, énergies renouvelables, optimisation des
terrassements, ingénierie géotechnique, gestion et valorisation
des déchets, urbanisme...
• Assurer la maitrise d’œuvre de conception et de réalisation
d’ouvrages d’infrastructures.
www.anteagroup.fr",,
GEO,"P ROPOSITION DE STAGE DE FIN D’ETUDES
1 ER SEMESTRE 2018
Titre : De l’étude à la réalisation d’ouvrages en génie civil: études de solutions en
géotechnique et en hydraulique.
Notre société France Maccaferri est spécialisée dans les solutions en géotechnique,
hydraulique et de prévention contre les risques naturels. Je vous invite à parcourir notre site
internet www.maccaferri.fr pour découvrir nos différentes activités.
Le stage d'ingénieur chargé d'étude que nous proposons se déroulera sous la responsabilité
de la direction technique au sein du bureau d’assistance technique et consistera en :
⇒ Une période de formation (découverte de nos solutions, formation à nos outils
- logiciels, formation technico-commerciale - approche du client)
⇒ La prise en charge de projets techniques (relationnel client, élaboration de note
technique, justification par le dimensionnement, dossiers travaux)
⇒ Le suivi éventuel de réalisations en cours.
Pertinence du stage : mise en pratique de ses connaissances théoriques, suivi et gestion d'une
affaire de l'avant-projet à sa réalisation, découverte des enjeux commerciaux liés à un projet
(découverte du client, proposition technico-commerciale et négociation technique et
commerciale s'il y a lieu ........), suivi des réalisations d’ouvrages.
Nous recherchons des personnes dynamiques, rigoureuses, polyvalentes et ayant un bon sens
relationnel. La motivation et l’implication dans le travail seront des atouts supplémentaires
pour un avenir au sein de notre société.
Le stage aurait lieu dans nos locaux à Valence au sein du bureau technique.
Les candidatures devront être accompagnées d’un CV et d’une lettre de motivation.
Alexandre PLASTRE
alexandre.plastre@maccaferri.fr
Tél : 04.75.86.19.70
E
n
g
i
n
e
e
FRANCE MACCAFERRI S.A.S
8, rue Pierre Méchain – CS80008
26901 VALENCE Cedex 9 - FRANCE
Tel: (33) 04 75 86 19 99
Fax:(33) 04 75 86 09 19
info@maccaferri.fr - www.maccaferri.fr
r
i
n
g
a
B
e
t
t
e
r
S
Paragrid 50-
100-200
S.A.S France MACCAFERRI au capital de 1.000.000€ - RCS Romans 339 237 794 – NAF 2593 Z – code TVA : FR 64 339 237 794
o
l
u
t
i
o
N",,
